"","mcode","stat.week","swim.dir","time.in","sex","length","time.out","species","age","lat","long","mesh.size","air.temp","water.temp","wind.sp","wind.dir","cloud.cov","capture.loc","deploy.ymd.hms","deploy.unix","det.hist","recap","final.fate","ff.ymd.hms","ff.unix","at.large.unix","at.large.dhm","spawn.group","spawn.stream","julian.day","year","secchi"
"229","6935","34","N","10:54","F",556,"11:00","coho","2.1",64.31762,-161.13248,"5-7/8 in",56,59,5,"W",100,"5","8/20/2020 11:00",1597921200,"S",NA,"1a","8/22/2020 10:05",1598119532,198332,"2d 7H 5M 32S","5","S",233,"2020",0.3
"230","6955","34","S","10:55","M",509,"11:00","coho","1.1",64.31762,-161.13248,"5-7/8 in",56,59,5,"W",100,"5","8/20/2020 11:00",1597921200,"4,5,U",NA,"1a","8/23/2020 21:10",1598245858,324658,"3d 18H 10M 58S","6","U",233,"2020",0.3
"231","6975","34","N","11:10","M",502,"11:15","coho","1.1",64.31762,-161.13248,"5-7/8 in",56,59,5,"W",100,"5","8/20/2020 11:15",1597922100,"T",NA,"1a","8/24/2020 21:52",1598334742,412642,"4d 18H 37M 22S","5","T",233,"2020",0.3
"232","6995","34","N","11:32","M",529,"11:36","coho","2.1",64.31762,-161.13248,"5-7/8 in",56,59,5,"W",100,"5","8/20/2020 11:36",1597923360,"4,5,U",NA,"1a","8/23/2020 2:46",1598179611,256251,"2d 23H 10M 51S","6","U",233,"2020",0.3
"233","7015","34","S","11:59","M",554,"12:05","coho","2.1",64.31762,-161.13248,"5-7/8 in",56,59,5,"W",100,"5","8/20/2020 12:05",1597925100,"4,5,5,U",NA,"1a","8/23/2020 20:43",1598244223,319123,"3d 16H 38M 43S","6","U",233,"2020",0.3
"234","7035","34","S","12:23","M",525,"12:26","coho","3",64.31762,-161.13248,"5-7/8 in",56,59,5,"W",100,"5","8/20/2020 12:26",1597926360,"S,S,T",NA,"1a","8/28/2020 23:28",1598686091,759731,"8d 19H 2M 11S","5","T",233,"2020",0.3
"235","7055","34","S","12:36","M",569,"12:39","coho","1.1",64.31762,-161.13248,"5-7/8 in",56,59,5,"W",100,"5","8/20/2020 12:39",1597927140,"4,5,6,7",NA,"2a","8/23/2020 12:30",1598214613,287473,"3d 7H 51M 13S","S",NA,233,"2020",0.3
"236","7075","34","N","12:46","F",573,"12:49","coho","3",64.31762,-161.13248,"5-7/8 in",56,59,5,"W",100,"5","8/20/2020 12:49",1597927740,"S",NA,"1a","8/24/2020 17:42",1598319775,392035,"4d 12H 53M 55S","5","S",233,"2020",0.3
"237","7115","34","N","13:08","M",542,"13:12","coho","1.1",64.31762,-161.13248,"5-7/8 in",56,59,5,"W",100,"5","8/20/2020 13:12",1597929120,"S",NA,"1a","8/21/2020 19:40",1598067640,138520,"1d 14H 28M 40S","5","S",233,"2020",0.3
"238","7135","34","N","13:09","M",534,"13:15","coho","1.1",64.31762,-161.13248,"5-7/8 in",56,59,5,"W",100,"5","8/20/2020 13:15",1597929300,"4,5,U",NA,"1a","8/22/2020 15:59",1598140797,211497,"2d 10H 44M 57S","6","U",233,"2020",0.3
"239","7155","34","N","14:34","M",520,"14:37","coho","2.1",64.28782,-161.07748,"5-7/8 in",56,60,1,"",100,"5","8/20/2020 14:37",1597934220,"S",NA,"1a","8/21/2020 23:00",1598079648,145428,"1d 16H 23M 48S","5","S",233,"2020",0.4
"240","7175","34","S","14:39","M",524,"14:50","coho","3.1",64.28782,-161.07748,"5-7/8 in",56,60,1,"",100,"5","8/20/2020 14:50",1597935000,"S",NA,"1a","8/22/2020 17:48",1598147304,212304,"2d 10H 58M 24S","5","S",233,"2020",0.4
"241","7195","34","S","14:46","F",558,"14:50","coho","3",64.28782,-161.07748,"5-7/8 in",56,60,1,"",100,"5","8/20/2020 14:50",1597935000,"S",NA,"1a","8/23/2020 6:26",1598192804,257804,"2d 23H 36M 44S","5","S",233,"2020",0.4
"242","7215","35","N","14:23","M",654,"14:26","coho","2.1",64.30094,-161.10243,"5-7/8 in",58,58,5,"S",NA,"5","8/24/2020 14:26",1598279160,"4,5,U",NA,"1a","8/26/2020 22:38",1598510318,231158,"2d 16H 12M 38S","6","U",237,"2020",0.15
"243","7235","35","N","14:50","M",555,"14:54","coho","3",64.30094,-161.10243,"5-7/8 in",58,58,5,"S",NA,"5","8/24/2020 14:54",1598280840,"4,E",NA,"4",NA,NA,NA,NA,"6",NA,237,"2020",0.15
"244","7295","35","S","16:32","M",544,"16:39","coho","1.1",64.27122,-161.04342,"5-7/8 in",60,59,1,"",50,"5","8/24/2020 16:39",1598287140,"S",NA,"1a","8/28/2020 21:48",1598680119,392979,"4d 13H 9M 39S","5","S",237,"2020",0.15
"245","7355","35","S","18:03","F",509,"18:11","coho","1.1",64.31762,-161.13248,"5-7/8 in",60,60,1,"",25,"5","8/24/2020 18:11",1598292660,"S",NA,"1a","8/28/2020 20:17",1598674642,381982,"4d 10H 6M 22S","5","S",237,"2020",0.3
"246","7395","35","S","18:35","F",534,"18:40","coho","2.1",64.31762,-161.13248,"5-5/8 in",60,60,1,"",25,"5","8/24/2020 18:40",1598294400,"4,5,U","U","1b","8/26/2020 14:47",1598482027,187627,"2d 4H 7M 7S","6","U",237,"2020",0.3
"247","7415","35","N","18:50","M",564,"18:56","coho","2.1",64.31762,-161.13248,"5-7/8 in",60,60,1,"",25,"5","8/24/2020 18:56",1598295360,"4,E",NA,"4",NA,NA,NA,NA,"6",NA,237,"2020",0.3
"248","7475","35","S","10:02","F",575,"10:07","coho","3",64.18224,-160.95758,"5-7/8 in",54,58,1,"",100,"5","8/25/2020 10:07",1598350020,"4,5,U",NA,"1a","8/26/2020 19:21",1598498467,148447,"1d 17H 14M 7S","6","U",238,"2020",1.25
"249","7615","35","S","10:35","F",575,"10:44","coho","3",64.18224,-160.95758,"5-5/8 in",54,58,1,"",100,"5","8/25/2020 10:44",1598352240,"3,2,3,S",NA,"1a","9/3/2020 10:44",1599158663,806423,"9d 8H 0M 23S","5","S",238,"2020",1.25
"250","7675","35","S","10:36","M",556,"10:53","coho","1.1",64.18224,-160.95758,"5-5/8 in",54,58,1,"",100,"5","8/25/2020 10:53",1598352780,"3",NA,"2a","8/27/2020 19:31",1598585510,232730,"2d 16H 38M 50S","N",NA,238,"2020",1.25
"251","7695","35","N","11:12","M",535,"11:15","coho","2.1",64.18224,-160.95758,"5-5/8 in",54,58,1,"",100,"5","8/25/2020 11:15",1598354100,"4,5,6,7",NA,"2a","8/27/2020 14:17",1598566651,212551,"2d 11H 2M 31S","S",NA,238,"2020",1.25
"252","7815","35","N","13:23","F",562,"13:27","coho","1.1",64.24375,-160.9934,"5-7/8 in",58,60,1,"",75,"5","8/25/2020 13:27",1598362020,"S",NA,"1a","8/28/2020 9:09",1598634590,272570,"3d 3H 42M 50S","5","S",238,"2020",0.95
"253","7835","35","S","13:59","M",546,"14:02","coho","1.1",64.24375,-160.9934,"5-7/8 in",58,60,1,"",75,"5","8/25/2020 14:02",1598364120,"4,5,U",NA,"1a","8/26/2020 18:33",1598495632,131512,"1d 12H 31M 52S","6","U",238,"2020",0.95
"254","7895","35","S","9:50","F",536,"10:00","coho","3",64.20171,-160.95265,"5-7/8 in",52,60,1,"SE",50,"5","8/26/2020 10:00",1598436000,"4,7",NA,"2a","8/27/2020 22:36",1598596593,160593,"1d 20H 36M 33S","S",NA,239,"2020",1.35
"255","7935","35","S","11:48","F",541,"11:51","coho","3",64.2718,-161.04591,"5-7/8 in",50,60,1,"E",50,"5","8/26/2020 11:51",1598442660,"S",NA,"1a","8/27/2020 22:55",1598597729,155069,"1d 19H 4M 29S","5","S",239,"2020",1.375
"256","7955","35","S","12:03","F",563,"12:08","coho","2.1",64.2718,-161.04591,"5-7/8 in",50,60,1,"E",50,"5","8/26/2020 12:08",1598443680,"4,5,U",NA,"1a","8/28/2020 21:38",1598679490,235810,"2d 17H 30M 10S","6","U",239,"2020",1.375
"257","7975","35","S","12:17","M",508,"12:24","coho","3.1",64.2718,-161.04591,"5-7/8 in",50,60,1,"E",50,"5","8/26/2020 12:24",1598444640,"S",NA,"1a","8/27/2020 17:44",1598579092,134452,"1d 13H 20M 52S","5","S",239,"2020",1.375
"258","110","32","N","15:09","M",524,"15:15","coho",NA,63.95464,-160.85338,"5-7/8 in",75,NA,10,"E",89,"6a","8/4/2021 15:15",1628090100,"5,U",NA,"1a","8/7/2021 8:57",1628355439,265339,"3d 1H 42M 19S","6","U",216,"2021",1.2
"259","210","33","S","13:57","M",568,"14:06","coho",NA,64.04228,-160.93012,"5-5/8 in",75,56.13,0,"",100,"6a","8/8/2021 14:06",1628431560,"5,U","U","1b","8/15/2021 14:47",1629067664,636104,"7d 8H 41M 44S","6","U",220,"2021",1.375
"260","270","33","N","14:58","M",583,"15:05","coho",NA,64.04228,-160.93012,"5-5/8 in",75,56.13,0,"",100,"6a","8/8/2021 15:05",1628435100,"4,U","U","1b","8/13/2021 22:38",1628923118,488018,"5d 15H 33M 38S","6","U",220,"2021",1.375
"261","310","33","S","15:16","M",544,"15:22","coho",NA,64.04228,-160.93012,"5-5/8 in",75,56.13,0,"",100,"6a","8/8/2021 15:22",1628436120,"4,U","U","1b","8/12/2021 6:48",1628779735,343615,"3d 23H 26M 55S","6","U",220,"2021",1.375
"262","390","33","N","12:37","F",466,"12:43","coho",NA,64.00259,-160.90355,"5-5/8 in",NA,52.06,0,"",100,"6a","8/9/2021 12:43",1628512980,"5,U","U","1b","8/10/2021 11:56",1628625392,112412,"1d 7H 13M 32S","6","U",221,"2021",0.625
"263","430","33","N","13:58","F",519,"14:03","coho",NA,64.00259,-160.90355,"5-5/8 in",NA,52.06,0,"",100,"6a","8/9/2021 14:03",1628517780,"5,U",NA,"1a","8/10/2021 14:02",1628632930,115150,"1d 7H 59M 10S","6","U",221,"2021",0.625
"264","450","33","N","14:15","F",457,"14:23","coho",NA,64.00259,-160.90355,"5-5/8 in",NA,52.06,0,"",100,"6a","8/9/2021 14:23",1628518980,"5,U",NA,"1a","8/10/2021 11:13",1628622810,103830,"1d 4H 50M 30S","6","U",221,"2021",0.625
"265","470","33","N","15:14","F",566,"15:20","coho",NA,63.954632,-160.854024,"5-5/8 in",NA,NA,NA,"",100,"6a","8/9/2021 15:20",1628522400,"5,5,U",NA,"1a","8/15/2021 1:35",1629020100,497700,"5d 18H 15M 0S","6","U",221,"2021",1.2
"266","490","33","N","15:42","M",528,"15:46","coho",NA,63.954632,-160.854024,"5-5/8 in",NA,NA,NA,"",100,"6a","8/9/2021 15:46",1628523960,"5,U",NA,"1a","8/11/2021 13:54",1628718891,194931,"2d 6H 8M 51S","6","U",221,"2021",1.2
"267","510","33","S","15:50","F",555,"15:56","coho",NA,63.954632,-160.854024,"5-5/8 in",NA,NA,NA,"",100,"6a","8/9/2021 15:56",1628524560,"5,5,U",NA,"1a","8/12/2021 20:30",1628829009,304449,"3d 12H 34M 9S","6","U",221,"2021",1.2
"268","570","33","S","16:07","M",572,"16:29","coho",NA,63.954632,-160.854024,"5-5/8 in",NA,NA,NA,"",100,"6a","8/9/2021 16:29",1628526540,"5,U",NA,"1a","8/10/2021 19:25",1628652323,125783,"1d 10H 56M 23S","6","U",221,"2021",1.2
"269","590","33","N","10:39","M",516,"10:45","coho",NA,63.95564,-160.85443,"5-5/8 in",NA,50.02,6,"NW",90,"6a","8/10/2021 10:45",1628592300,"5,U",NA,"1a","8/13/2021 23:09",1628924951,332651,"3d 20H 24M 11S","6","U",222,"2021",0.375
"270","610","33","N","11:07","F",504,"11:12","coho",NA,63.95564,-160.85443,"5-5/8 in",NA,50.02,6,"NW",90,"6a","8/10/2021 11:12",1628593920,"5,U",NA,"1a","8/11/2021 7:21",1628695261,101341,"1d 4H 9M 1S","6","U",222,"2021",0.375
"271","630","33","S","12:00","M",501,"12:08","coho",NA,63.95564,-160.85443,"5-5/8 in",NA,50.02,6,"NW",90,"6a","8/10/2021 12:08",1628597280,"5,5,U",NA,"1a","8/11/2021 23:12",1628752354,155074,"1d 19H 4M 34S","6","U",222,"2021",0.375
"272","650","33","N","13:00","F",538,"13:08","coho",NA,63.95564,-160.85443,"5-5/8 in",NA,50.02,6,"NW",90,"6a","8/10/2021 13:08",1628600880,"5,U",NA,"1a","8/11/2021 5:53",1628690023,89143,"1d 0H 45M 43S","6","U",222,"2021",0.375
"273","670","33","N","13:14","F",562,"13:18","coho",NA,63.95564,-160.85443,"5-5/8 in",NA,50.02,6,"NW",90,"6a","8/10/2021 13:18",1628601480,"5,U",NA,"1a","8/11/2021 13:20",1628716839,115359,"1d 8H 2M 39S","6","U",222,"2021",0.375
"274","690","33","S","13:58","M",470,"14:07","coho",NA,63.91186,-160.81835,"5-5/8 in",NA,50.02,2.5,"NW",25,"6b","8/10/2021 14:07",1628604420,"U","U","1b","8/11/2021 15:41",1628725265,120845,"1d 9H 34M 5S","6","U",222,"2021",0.625
"275","710","33","","14:26","M",568,"14:32","coho",NA,63.91186,-160.81835,"5-5/8 in",NA,50.02,2.5,"NW",25,"6b","8/10/2021 14:32",1628605920,"U",NA,"1a","8/14/2021 21:40",1629006050,400130,"4d 15H 8M 50S","6","U",222,"2021",0.625
"276","770","33","S","10:11","M",548,"10:16","coho",NA,63.91186,-160.81835,"5-5/8 in",NA,50.02,10,"NW",0,"6b","8/12/2021 10:16",1628763360,"5,5,5,U","U","1b","8/14/2021 19:41",1628998866,235506,"2d 17H 25M 6S","6","U",224,"2021",0.375
"277","870","34","S","10:19","F",561,"10:24","coho",NA,63.94366,-160.84396,"5-5/8 in",51,52,3.5,"N",50,"6b","8/17/2021 10:24",1629195840,"U",NA,"1a","8/21/2021 10:05",1629569100,373260,"4d 7H 41M 0S","6","U",229,"2021",0.625
"278","890","34","S","9:59","M",596,"10:05","coho",NA,63.94366,-160.84396,"5-5/8 in",51,52,3.5,"N",50,"6b","8/17/2021 10:05",1629194700,"6,U",NA,"1a","8/19/2021 23:14",1629443647,248947,"2d 21H 9M 7S","6","U",229,"2021",0.625
"279","930","34","S","11:39","M",543,"11:43","coho",NA,63.94366,-160.84396,"5-5/8 in",51,52,3.5,"N",50,"6b","8/17/2021 11:43",1629200580,"U,4,2",NA,"1a","8/30/2021 3:24",1630322678,1122098,"12d 23H 41M 38S","4","2",229,"2021",0.625
"280","970","34","S","11:58","M",494,"12:03","coho",NA,63.94366,-160.84396,"5-5/8 in",51,52,3.5,"N",50,"6b","8/17/2021 12:03",1629201780,NA,"U","1c","8/19/2021 14:00",1629381600,179820,"2d 1H 57M 0S","6","U",229,"2021",0.625
"281","1010","34","S","12:28","M",553,"12:31","coho",NA,63.94366,-160.84396,"5-5/8 in",51,52,3.5,"N",50,"6b","8/17/2021 12:31",1629203460,"5,7,5,6,7",NA,"2a","8/21/2021 23:24",1629617087,413627,"4d 18H 53M 47S","S",NA,229,"2021",0.625
"282","1030","34","S","12:35","M",526,"12:41","coho",NA,63.94366,-160.84396,"5-5/8 in",51,52,3.5,"N",50,"6b","8/17/2021 12:41",1629204060,NA,"U","1c","8/17/2021 22:00",1629237600,33540,"9H 19M 0S","6","U",229,"2021",0.625
"283","1070","34","S","13:03","M",515,"13:09","coho",NA,63.94366,-160.84396,"5-5/8 in",51,52,3.5,"N",50,"6b","8/17/2021 13:09",1629205740,"U",NA,"1a","8/22/2021 6:28",1629642519,436779,"5d 1H 19M 39S","6","U",229,"2021",0.625
"284","1090","35","N","9:31","F",533,"9:37","coho",NA,63.89247,-160.80774,"5-5/8 in",44,NA,13,"E",85,"6b","8/22/2021 9:37",1629625020,"U",NA,"1a","8/24/2021 1:16",1629796573,171553,"1d 23H 39M 13S","6","U",234,"2021",0.3
"285","1110","35","S","9:55","F",556,"10:00","coho",NA,63.93864,-160.80104,"5-5/8 in",48,NA,3.5,"E",100,"6b","8/22/2021 10:00",1629626400,"U","U","1b","8/23/2021 21:51",1629784308,157908,"1d 19H 51M 48S","6","U",234,"2021",0.3
"286","1130","35","S","10:40","M",551,"11:30","coho",NA,63.93864,-160.80104,"5-5/8 in",48,NA,3.5,"E",100,"6b","8/22/2021 11:30",1629631800,"6,7","U","1b","9/1/2021 20:00",1630526400,894600,"10d 8H 30M 0S","6","U",234,"2021",0.3
"287","1210","35","S","12:20","F",537,"12:32","coho",NA,63.98006,-160.88265,"5-5/8 in",50,NA,2,"E",100,"6a","8/22/2021 12:32",1629635520,"5","U","1b","9/8/2021 12:00",1631102400,1466880,"16d 23H 28M 0S","6","U",234,"2021",0.75
"288","1310","35","S","12:15","M",559,"12:25","coho",NA,64.03472,-160.92481,"5-5/8 in",54,NA,3,"E",90,"6a","8/23/2021 12:25",1629721500,"5,U",NA,"1a","8/24/2021 10:42",1629830566,109066,"1d 6H 17M 46S","6","U",235,"2021",1.25
"289","1350","35","S","12:38","M",528,"12:45","coho",NA,64.03472,-160.92481,"5-5/8 in",54,NA,3,"E",90,"6a","8/23/2021 12:45",1629722700,"5,U",NA,"1a","8/24/2021 21:28",1629869291,146591,"1d 16H 43M 11S","6","U",235,"2021",1.25
"290","1370","35","S","12:48","M",560,"12:53","coho",NA,64.03472,-160.92481,"5-5/8 in",54,NA,3,"E",90,"6a","8/23/2021 12:53",1629723180,"5,U",NA,"1a","8/24/2021 12:16",1629836178,112998,"1d 7H 23M 18S","6","U",235,"2021",1.25
"291","1390","35","N","13:13","F",554,"13:18","coho",NA,64.03472,-160.92481,"5-5/8 in",54,NA,3,"E",90,"6a","8/23/2021 13:18",1629724680,"5,U",NA,"1a","8/24/2021 12:08",1629835721,111041,"1d 6H 50M 41S","6","U",235,"2021",1.25
"292","1430","35","N","13:22","M",531,"13:26","coho",NA,64.03472,-160.92481,"5-5/8 in",54,NA,3,"E",90,"6a","8/23/2021 13:26",1629725160,"5,5,4,3",NA,"2a","8/25/2021 19:42",1629949366,224206,"2d 14H 16M 46S","N",NA,235,"2021",1.25
"293","1450","35","N","13:32","F",545,"13:37","coho",NA,64.03472,-160.92481,"5-5/8 in",54,NA,3,"E",90,"6a","8/23/2021 13:37",1629725820,"5,U","U","1b","8/24/2021 21:03",1629867828,142008,"1d 15H 26M 48S","6","U",235,"2021",1.25
"294","1470","35","S","13:50","F",562,"13:53","coho",NA,64.03472,-160.92481,"5-5/8 in",54,NA,3,"E",90,"6a","8/23/2021 13:53",1629726780,"5,U",NA,"1a","8/25/2021 11:02",1629918147,191367,"2d 5H 9M 27S","6","U",235,"2021",1.25
"295","1510","35","N","13:58","F",578,"14:07","coho",NA,64.03472,-160.92481,"5-5/8 in",54,NA,3,"E",90,"6a","8/23/2021 14:07",1629727620,"5,U",NA,"1a","8/24/2021 12:55",1629838515,110895,"1d 6H 48M 15S","6","U",235,"2021",1.25
"296","1630","35","S","14:37","M",556,"15:18","coho",NA,64.03437,-160.92361,"5-5/8 in",54,NA,3,"E",50,"6a","8/23/2021 15:18",1629731880,"5,U",NA,"1a","8/24/2021 22:49",1629874183,142303,"1d 15H 31M 43S","6","U",235,"2021",1.25
"297","1650","35","S","14:37","F",545,"15:18","coho",NA,64.03437,-160.92361,"5-5/8 in",54,NA,3,"E",50,"6a","8/23/2021 15:18",1629731880,NA,"U","1c",NA,NA,NA,NA,"6","U",235,"2021",1.25
"298","1730","35","N","15:03","M",569,"15:18","coho",NA,64.03437,-160.92361,"5-5/8 in",54,NA,3,"E",50,"6a","8/23/2021 15:18",1629731880,"5,U",NA,"1a","8/24/2021 22:13",1629872003,140123,"1d 14H 55M 23S","6","U",235,"2021",1.25
"299","1770","35","","15:13","M",539,"15:19","coho",NA,64.03437,-160.92361,"5-5/8 in",54,NA,3,"E",50,"6a","8/23/2021 15:19",1629731940,"5,U",NA,"1a","8/24/2021 16:04",1629849858,117918,"1d 8H 45M 18S","6","U",235,"2021",1.25
"300","1870","35","","15:54","M",537,"16:03","coho",NA,64.03437,-160.92361,"5-5/8 in",54,NA,3,"E",50,"6a","8/23/2021 16:03",1629734580,"U",NA,"1a","8/24/2021 8:47",1629823644,89064,"1d 0H 44M 24S","6","U",235,"2021",1.25
"301","1970","35","S","10:35","F",599,"10:43","coho",NA,63.99048,-160.89789,"5-5/8 in",NA,NA,4,"E",95,"6a","8/24/2021 10:43",1629801780,NA,"U","1c","8/25/2021 13:00",1629896400,94620,"1d 2H 17M 0S","6","U",236,"2021",NA
"302","2010","35","S","10:55","M",527,"11:02","coho",NA,63.99048,-160.89789,"5-5/8 in",NA,NA,4,"E",95,"6a","8/24/2021 11:02",1629802920,NA,"U","1c","9/5/2021 12:00",1630843200,1040280,"12d 0H 58M 0S","6","U",236,"2021",NA
"303","2030","35","S","11:06","F",571,"11:15","coho",NA,63.99048,-160.89789,"5-5/8 in",NA,NA,4,"E",95,"6a","8/24/2021 11:15",1629803700,"5","U","1b","8/23/2021 23:59",1629763140,-40560,"-11H -16M 0S","6","U",236,"2021",NA
"304","2090","35","N","11:09","F",561,"11:22","coho",NA,63.99048,-160.89789,"5-5/8 in",NA,NA,4,"E",95,"6a","8/24/2021 11:22",1629804120,"5,U",NA,"1a","8/25/2021 13:22",1629926574,122454,"1d 10H 0M 54S","6","U",236,"2021",NA
"305","2130","35","N","11:10","M",503,"11:28","coho",NA,63.99048,-160.89789,"5-5/8 in",NA,NA,4,"E",95,"6a","8/24/2021 11:28",1629804480,"5","U","1b","8/29/2021 12:00",1630238400,433920,"5d 0H 32M 0S","6","U",236,"2021",NA
"306","2150","35","N","11:37","M",521,"11:45","coho",NA,63.99048,-160.89789,"5-5/8 in",NA,NA,4,"E",95,"6a","8/24/2021 11:45",1629805500,"5","U","1b","8/30/2021 17:00",1630342800,537300,"6d 5H 15M 0S","6","U",236,"2021",NA
"307","2170","35","N","11:37","M",560,"11:48","coho",NA,63.99048,-160.89789,"5-5/8 in",NA,NA,4,"E",95,"6a","8/24/2021 11:48",1629805680,NA,"U","1c","9/1/2021 10:00",1630490400,684720,"7d 22H 12M 0S","6","U",236,"2021",NA
"308","2290","35","N","13:00","M",559,"13:16","coho",NA,63.91177,-160.81755,"5-5/8 in",NA,NA,3,"NW",90,"6b","8/24/2021 13:16",1629810960,NA,"U","1c","8/25/2021 17:00",1629910800,99840,"1d 3H 44M 0S","6","U",236,"2021",1.1
"309","2330","35","N","13:34","M",629,"13:46","coho",NA,63.91177,-160.81755,"5-5/8 in",NA,NA,3,"NW",90,"6b","8/24/2021 13:46",1629812760,"U",NA,"1a","8/25/2021 11:09",1629918580,105820,"1d 5H 23M 40S","6","U",236,"2021",1.1
"310","2350","35","S","13:35","M",638,"12:42","coho",NA,63.91177,-160.81755,"5-5/8 in",NA,NA,3,"NW",90,"6b","8/24/2021 12:42",1629808920,NA,"U","1c","9/3/2021 12:00",1630670400,861480,"9d 23H 18M 0S","6","U",236,"2021",1.1
"311","4190","32","S","11:33","F",576,"11:45","coho",NA,64.18202,-160.95561,"5-7/8 in",NA,54.56,5,"NW",0,"5","8/3/2021 11:45",1627991100,"4,T",NA,"1a","8/5/2021 14:32",1628202768,211668,"2d 10H 47M 48S","5","T",215,"2021",0.8
"312","4250","32","N","12:16","F",560,"12:27","coho",NA,64.18202,-160.95561,"5-7/8 in",NA,54.56,5,"NW",0,"5","8/3/2021 12:27",1627993620,"4,5,U",NA,"1a","8/5/2021 9:52",1628185949,192329,"2d 5H 25M 29S","6","U",215,"2021",0.8
"313","4270","32","N","12:16","F",545,"12:31","coho",NA,64.18202,-160.95561,"5-7/8 in",NA,54.56,5,"NW",0,"5","8/3/2021 12:31",1627993860,"5,U",NA,"1a","8/6/2021 15:33",1628292784,298924,"3d 11H 2M 4S","6","U",215,"2021",0.8
"314","4330","32","S","13:08","F",539,"13:16","coho",NA,64.18202,-160.95561,"5-7/8 in",NA,54.56,5,"NW",0,"5","8/3/2021 13:16",1627996560,"4,4,S",NA,"1a","8/19/2021 16:45",1629420357,1423797,"16d 11H 29M 57S","5","S",215,"2021",0.8
"315","4350","32","N","13:22","M",520,"13:28","coho",NA,64.18202,-160.95561,"5-7/8 in",NA,54.56,5,"NW",0,"5","8/3/2021 13:28",1627997280,"4,S,S,3,3",NA,"2a","8/18/2021 6:33",1629297197,1299917,"15d 1H 5M 17S","N",NA,215,"2021",0.8
"316","4470","33","N","10:36","M",574,"10:42","coho",NA,64.28828,-161.07637,"5-7/8 in",NA,56,10,"W",100,"5","8/8/2021 10:42",1628419320,"4,5,U",NA,"1a","8/11/2021 20:54",1628744068,324748,"3d 18H 12M 28S","6","U",220,"2021",0.9
"317","4510","33","N","11:03","M",558,"11:09","coho",NA,64.28828,-161.07637,"5-7/8 in",NA,56,10,"W",100,"5","8/8/2021 11:09",1628420940,"S",NA,"1a","8/10/2021 16:25",1628641528,220588,"2d 13H 16M 28S","5","S",220,"2021",0.9
"318","4530","33","S","11:25","F",493,"11:31","coho",NA,64.28828,-161.07637,"5-7/8 in",NA,56,10,"W",100,"5","8/8/2021 11:31",1628422260,"T",NA,"1a","8/10/2021 13:34",1628631286,209026,"2d 10H 3M 46S","5","T",220,"2021",0.9
"319","4550","33","N","12:50","M",575,"12:56","coho",NA,64.27306,-161.0471,"5-7/8 in",NA,56,10,"W",100,"5","8/8/2021 12:56",1628427360,"4,5,U",NA,"1a","8/12/2021 22:47",1628837231,409871,"4d 17H 51M 11S","6","U",220,"2021",0.9
"320","4590","33","S","12:00","M",533,"12:14","coho",NA,64.358,-161.20599,"5-7/8 in",53,56,10,"NW",85,"5","8/10/2021 12:14",1628597640,"S",NA,"1a","8/16/2021 10:36",1629138961,541321,"6d 6H 22M 1S","5","S",222,"2021",1.15
"321","4610","33","N","12:27","M",516,"12:50","coho",NA,64.358,-161.20599,"5-7/8 in",53,56,10,"NW",85,"5","8/10/2021 12:50",1628599800,"S",NA,"1a","8/15/2021 15:24",1629069855,470055,"5d 10H 34M 15S","5","S",222,"2021",1.15
"322","4630","33","S","12:28","M",535,"12:56","coho",NA,64.358,-161.20599,"5-7/8 in",53,56,10,"NW",85,"5","8/10/2021 12:56",1628600160,"1",NA,"2a","8/12/2021 15:54",1628812447,212287,"2d 10H 58M 7S","N",NA,222,"2021",1.15
"323","4650","33","N","12:28","M",554,"12:56","coho",NA,64.358,-161.20599,"5-7/8 in",53,56,10,"NW",85,"5","8/10/2021 12:56",1628600160,"S",NA,"1a","8/15/2021 19:13",1629083587,483427,"5d 14H 17M 7S","5","S",222,"2021",1.15
"324","4690","33","S","13:02","F",588,"13:11","coho",NA,64.358,-161.20599,"5-7/8 in",53,56,10,"NW",85,"5","8/10/2021 13:11",1628601060,"3,3,2",NA,"1a","8/14/2021 4:23",1628943810,342750,"3d 23H 12M 30S","4","2",222,"2021",1.15
"325","4710","33","S","13:14","M",558,"13:28","coho",NA,64.358,-161.20599,"5-7/8 in",53,56,10,"NW",85,"5","8/10/2021 13:28",1628602080,"4,U","U","1b","8/15/2021 8:44",1629045867,443787,"5d 3H 16M 27S","6","U",222,"2021",1.15
"326","4750","33","N","13:20","M",566,"13:40","coho",NA,64.358,-161.20599,"5-7/8 in",53,56,10,"NW",85,"5","8/10/2021 13:40",1628602800,"3,3,S",NA,"1a","8/15/2021 23:07",1629097640,494840,"5d 17H 27M 20S","5","S",222,"2021",1.15
"327","4810","34","N","13:05","M",529,"13:14","coho",NA,64.31863,-161.13444,"5-7/8 in",46,52,10,"SE",20,"5","8/17/2021 13:14",1629206040,"S",NA,"1a","8/21/2021 8:15",1629562541,356501,"4d 3H 1M 41S","5","S",229,"2021",0.25
"328","4850","34","N","13:24","F",511,"13:31","coho",NA,64.31863,-161.13444,"5-7/8 in",46,52,10,"SE",20,"5","8/17/2021 13:31",1629207060,"4,5,U",NA,"1a","8/22/2021 14:54",1629672869,465809,"5d 9H 23M 29S","6","U",229,"2021",0.25
