year,capture.loc,date,total.fish,age,species,sex
1985,6,8/3/1985,2,1.1,coho,female
1985,6,8/3/1985,5,1.1,coho,male
1985,6,8/3/1985,9,2.1,coho,female
1985,6,8/3/1985,39,2.1,coho,male
1985,6,8/3/1985,1,3.1,coho,female
1985,6,8/3/1985,3,3.1,coho,male
1985,6,8/6/1985,1,1.1,coho,female
1985,6,8/6/1985,2,1.1,coho,male
1985,6,8/6/1985,12,2.1,coho,female
1985,6,8/6/1985,23,2.1,coho,male
1985,6,8/6/1985,1,3.1,coho,male
1985,6,8/7/1985,2,1.1,coho,female
1985,6,8/7/1985,5,1.1,coho,male
1985,6,8/7/1985,22,2.1,coho,female
1985,6,8/7/1985,21,2.1,coho,male
1985,6,8/7/1985,3,3.1,coho,female
1985,6,8/7/1985,2,3.1,coho,male
1985,6,8/13/1985,11,1.1,coho,female
1985,6,8/13/1985,12,1.1,coho,male
1985,6,8/13/1985,27,2.1,coho,female
1985,6,8/13/1985,38,2.1,coho,male
1985,6,8/13/1985,1,3.1,coho,female
1985,6,8/13/1985,2,3.1,coho,male
1986,6,8/1/1986,2,2.1,coho,female
1986,6,8/1/1986,35,2.1,coho,male
1986,6,8/1/1986,3,3.1,coho,male
1986,6,8/5/1986,1,1.1,coho,female
1986,6,8/5/1986,19,2.1,coho,female
1986,6,8/5/1986,21,2.1,coho,male
1986,6,8/5/1986,2,3.1,coho,female
1986,6,8/5/1986,2,3.1,coho,male
1986,6,8/8/1986,23,2.1,coho,female
1986,6,8/8/1986,28,2.1,coho,male
1986,6,8/8/1986,1,3.1,coho,female
1986,6,8/8/1986,1,3.1,coho,male
1986,6,8/12/1986,14,2.1,coho,female
1986,6,8/12/1986,14,2.1,coho,male
1986,6,8/15/1986,13,2.1,coho,female
1986,6,8/15/1986,13,2.1,coho,male
1986,6,8/15/1986,2,3.1,coho,female
1986,6,8/22/1986,11,2.1,coho,female
1986,6,8/22/1986,15,2.1,coho,male
1986,6,8/22/1986,2,3.1,coho,female
1986,6,8/22/1986,1,3.1,coho,male
1987,6,7/28/1987,1,1.1,coho,female
1987,6,7/28/1987,6,2.1,coho,female
1987,6,7/28/1987,23,2.1,coho,male
1987,6,7/28/1987,3,3.1,coho,female
1987,6,7/28/1987,9,3.1,coho,male
1987,6,8/8/1987,1,1.1,coho,female
1987,6,8/8/1987,20,2.1,coho,female
1987,6,8/8/1987,31,2.1,coho,male
1987,6,8/8/1987,9,3.1,coho,female
1987,6,8/8/1987,9,3.1,coho,male
1987,6,8/11/1987,1,1.1,coho,female
1987,6,8/11/1987,3,1.1,coho,male
1987,6,8/11/1987,13,2.1,coho,female
1987,6,8/11/1987,18,2.1,coho,male
1987,6,8/11/1987,18,3.1,coho,female
1987,6,8/11/1987,6,3.1,coho,male
1987,6,8/15/1987,2,1.1,coho,male
1987,6,8/15/1987,20,2.1,coho,female
1987,6,8/15/1987,14,2.1,coho,male
1987,6,8/15/1987,10,3.1,coho,female
1987,6,8/15/1987,3,3.1,coho,male
1987,6,8/19/1987,4,1.1,coho,female
1987,6,8/19/1987,2,1.1,coho,male
1987,6,8/19/1987,17,2.1,coho,female
1987,6,8/19/1987,5,2.1,coho,male
1987,6,8/19/1987,4,3.1,coho,female
1987,6,8/19/1987,2,3.1,coho,male
1987,6,8/28/1987,7,1.1,coho,female
1987,6,8/28/1987,2,1.1,coho,male
1987,6,8/28/1987,6,2.1,coho,female
1987,6,8/28/1987,5,2.1,coho,male
1987,6,8/28/1987,1,3.1,coho,female
1987,6,8/28/1987,2,3.1,coho,male
1988,6,7/29/1988,7,2.1,coho,female
1988,6,7/29/1988,25,2.1,coho,male
1988,6,7/29/1988,1,3.1,coho,female
1988,6,7/29/1988,2,3.1,coho,male
1988,6,8/2/1988,19,2.1,coho,female
1988,6,8/2/1988,28,2.1,coho,male
1988,6,8/2/1988,3,3.1,coho,female
1988,6,8/6/1988,25,2.1,coho,female
1988,6,8/6/1988,23,2.1,coho,male
1988,6,8/6/1988,2,3.1,coho,female
1988,6,8/6/1988,4,3.1,coho,male
1988,6,8/10/1988,28,2.1,coho,female
1988,6,8/10/1988,25,2.1,coho,male
1988,6,8/10/1988,1,3.1,coho,male
1988,6,8/13/1988,24,2.1,coho,female
1988,6,8/13/1988,28,2.1,coho,male
1988,6,8/13/1988,2,3.1,coho,female
1988,6,8/13/1988,1,3.1,coho,male
1989,6,7/26/1989,11,2.1,coho,female
1989,6,7/26/1989,20,2.1,coho,male
1989,6,7/26/1989,1,3.1,coho,male
1989,6,8/2/1989,23,2.1,coho,female
1989,6,8/2/1989,27,2.1,coho,male
1989,6,8/2/1989,4,3.1,coho,female
1989,6,8/5/1989,29,2.1,coho,female
1989,6,8/5/1989,32,2.1,coho,male
1989,6,8/5/1989,4,3.1,coho,female
1989,6,8/5/1989,5,3.1,coho,male
1990,6,7/27/1990,20,2.1,coho,female
1990,6,7/27/1990,17,2.1,coho,male
1990,6,7/31/1990,1,1.2,coho,male
1990,6,7/31/1990,16,2.1,coho,female
1990,6,7/31/1990,18,2.1,coho,male
1990,6,8/3/1990,17,2.1,coho,female
1990,6,8/3/1990,20,2.1,coho,male
1990,6,8/7/1990,1,1.1,coho,female
1990,6,8/7/1990,2,1.1,coho,male
1990,6,8/7/1990,16,2.1,coho,female
1990,6,8/7/1990,31,2.1,coho,male
1990,6,8/7/1990,3,3.1,coho,female
1990,6,8/7/1990,3,3.1,coho,male
1990,6,8/10/1990,13,2.1,coho,female
1990,6,8/10/1990,18,2.1,coho,male
1990,6,8/10/1990,1,2.2,coho,male
1990,6,8/10/1990,1,3.1,coho,female
1990,6,8/10/1990,2,3.1,coho,male
1990,6,8/14/1990,15,2.1,coho,female
1990,6,8/14/1990,16,2.1,coho,male
1990,6,8/14/1990,4,3.1,coho,female
1990,6,8/14/1990,1,3.1,coho,male
1990,6,8/17/1990,1,1.1,coho,male
1990,6,8/17/1990,12,2.1,coho,female
1990,6,8/17/1990,17,2.1,coho,male
1990,6,8/17/1990,1,3.1,coho,male
1990,6,8/21/1990,1,1.1,coho,female
1990,6,8/21/1990,1,1.1,coho,male
1990,6,8/21/1990,14,2.1,coho,female
1990,6,8/21/1990,16,2.1,coho,male
1991,6,8/6/1991,12,2.1,coho,female
1991,6,8/6/1991,18,2.1,coho,male
1991,6,8/6/1991,3,3.1,coho,female
1991,6,8/9/1991,1,1.1,coho,female
1991,6,8/9/1991,1,1.1,coho,male
1991,6,8/9/1991,14,2.1,coho,female
1991,6,8/9/1991,17,2.1,coho,male
1991,6,8/9/1991,1,3.1,coho,female
1991,6,8/9/1991,1,3.1,coho,male
1991,6,8/13/1991,1,1.1,coho,female
1991,6,8/13/1991,3,1.1,coho,male
1991,6,8/13/1991,16,2.1,coho,female
1991,6,8/13/1991,16,2.1,coho,male
1991,6,8/13/1991,1,3.1,coho,female
1991,6,8/16/1991,1,1.1,coho,female
1991,6,8/16/1991,19,2.1,coho,female
1991,6,8/16/1991,16,2.1,coho,male
1991,6,8/16/1991,2,3.1,coho,female
1992,6,7/28/1992,1,1.1,coho,female
1992,6,7/28/1992,7,1.1,coho,male
1992,6,7/28/1992,12,2.1,coho,female
1992,6,7/28/1992,12,2.1,coho,male
1992,6,7/28/1992,2,3.1,coho,female
1992,6,7/28/1992,2,3.1,coho,male
1992,6,7/31/1992,7,1.1,coho,female
1992,6,7/31/1992,7,1.1,coho,male
1992,6,7/31/1992,28,2.1,coho,female
1992,6,7/31/1992,27,2.1,coho,male
1992,6,7/31/1992,5,3.1,coho,female
1992,6,7/31/1992,2,3.1,coho,male
1992,6,8/4/1992,2,1.1,coho,female
1992,6,8/4/1992,4,1.1,coho,male
1992,6,8/4/1992,11,2.1,coho,female
1992,6,8/4/1992,16,2.1,coho,male
1992,6,8/4/1992,1,3.1,coho,female
1992,6,8/4/1992,3,3.1,coho,male
1992,6,8/11/1992,2,1.1,coho,female
1992,6,8/11/1992,5,1.1,coho,male
1992,6,8/11/1992,15,2.1,coho,female
1992,6,8/11/1992,6,2.1,coho,male
1992,6,8/11/1992,3,3.1,coho,female
1992,6,8/11/1992,1,3.1,coho,male
1993,6,8/6/1993,1,1.1,coho,female
1993,6,8/6/1993,1,1.1,coho,male
1993,6,8/6/1993,5,2.1,coho,female
1993,6,8/6/1993,9,2.1,coho,male
1993,6,8/6/1993,1,3.1,coho,male
1993,6,8/9/1993,2,1.1,coho,female
1993,6,8/9/1993,3,1.1,coho,male
1993,6,8/9/1993,7,2.1,coho,female
1993,6,8/9/1993,17,2.1,coho,male
1993,6,8/12/1993,1,1.1,coho,female
1993,6,8/12/1993,6,1.1,coho,male
1993,6,8/12/1993,22,2.1,coho,female
1993,6,8/12/1993,24,2.1,coho,male
1993,6,8/12/1993,2,3.1,coho,male
1993,6,8/16/1993,1,1.1,coho,female
1993,6,8/16/1993,1,1.1,coho,male
1993,6,8/16/1993,13,2.1,coho,female
1993,6,8/16/1993,15,2.1,coho,male
1993,6,8/16/1993,1,3.1,coho,female
1994,6,8/2/1994,2,1.1,coho,female
1994,6,8/2/1994,2,1.1,coho,male
1994,6,8/2/1994,4,2.1,coho,female
1994,6,8/2/1994,10,2.1,coho,male
1994,6,8/2/1994,1,3.1,coho,male
1994,6,8/5/1994,2,1.1,coho,female
1994,6,8/5/1994,1,1.1,coho,male
1994,6,8/5/1994,14,2.1,coho,female
1994,6,8/5/1994,15,2.1,coho,male
1994,6,8/5/1994,1,3.1,coho,female
1994,6,8/5/1994,1,3.1,coho,male
1994,6,8/9/1994,6,1.1,coho,female
1994,6,8/9/1994,2,1.1,coho,male
1994,6,8/9/1994,18,2.1,coho,female
1994,6,8/9/1994,23,2.1,coho,male
1994,6,8/9/1994,1,3.1,coho,female
1994,6,8/13/1994,3,1.1,coho,female
1994,6,8/13/1994,2,1.1,coho,male
1994,6,8/13/1994,16,2.1,coho,female
1994,6,8/13/1994,12,2.1,coho,male
1994,6,8/23/1994,8,1.1,coho,female
1994,6,8/23/1994,12,1.1,coho,male
1994,6,8/23/1994,12,2.1,coho,female
1994,6,8/23/1994,17,2.1,coho,male
1994,6,8/23/1994,3,3.1,coho,female
1994,6,8/23/1994,1,3.1,coho,male
1994,6,8/26/1994,4,1.1,coho,female
1994,6,8/26/1994,6,1.1,coho,male
1994,6,8/26/1994,10,2.1,coho,female
1994,6,8/26/1994,12,2.1,coho,male
1994,6,8/26/1994,4,3.1,coho,female
1994,6,8/30/1994,2,1.1,coho,female
1994,6,8/30/1994,6,1.1,coho,male
1994,6,8/30/1994,17,2.1,coho,female
1994,6,8/30/1994,6,2.1,coho,male
1994,6,8/30/1994,1,3.1,coho,female
1994,6,8/30/1994,1,3.1,coho,male
1995,6,8/2/1995,1,2.1,coho,female
1995,6,8/2/1995,3,2.1,coho,male
1995,6,8/2/1995,1,3.1,coho,female
1995,6,8/2/1995,3,3.1,coho,male
1995,6,8/4/1995,4,2.1,coho,female
1995,6,8/4/1995,5,2.1,coho,male
1995,6,8/5/1995,5,2.1,coho,female
1995,6,8/5/1995,4,2.1,coho,male
1995,6,8/5/1995,1,3.1,coho,male
1995,6,8/6/1995,1,2.1,coho,female
1995,6,8/6/1995,3,2.1,coho,male
1995,6,8/6/1995,3,3.1,coho,female
1995,6,8/6/1995,2,3.1,coho,male
1995,6,8/8/1995,1,1.1,coho,female
1995,6,8/8/1995,1,1.1,coho,male
1995,6,8/8/1995,23,2.1,coho,female
1995,6,8/8/1995,30,2.1,coho,male
1995,6,8/8/1995,11,3.1,coho,female
1995,6,8/8/1995,1,3.1,coho,male
1995,6,8/9/1995,1,1.1,coho,female
1995,6,8/9/1995,4,1.1,coho,male
1995,6,8/9/1995,26,2.1,coho,female
1995,6,8/9/1995,29,2.1,coho,male
1995,6,8/9/1995,4,3.1,coho,female
1995,6,8/9/1995,9,3.1,coho,male
1996,6,7/31/1996,2,1.1,coho,female
1996,6,7/31/1996,1,1.1,coho,male
1996,6,7/31/1996,42,2.1,coho,female
1996,6,7/31/1996,18,2.1,coho,male
1996,6,7/31/1996,3,3.1,coho,female
1996,6,7/31/1996,2,3.1,coho,male
1996,6,8/3/1996,1,1.1,coho,female
1996,6,8/3/1996,1,1.1,coho,male
1996,6,8/3/1996,43,2.1,coho,female
1996,6,8/3/1996,35,2.1,coho,male
1996,6,8/3/1996,1,3.1,coho,female
1996,6,8/3/1996,1,3.1,coho,male
1997,6,8/5/1997,3,1.1,coho,female
1997,6,8/5/1997,6,1.1,coho,male
1997,6,8/5/1997,47,2.1,coho,female
1997,6,8/5/1997,42,2.1,coho,male
1997,6,8/5/1997,2,3.1,coho,female
1997,6,8/5/1997,2,3.1,coho,male
1997,6,8/12/1997,1,1.1,coho,female
1997,6,8/12/1997,4,1.1,coho,male
1997,6,8/12/1997,18,2.1,coho,female
1997,6,8/12/1997,8,2.1,coho,male
1997,6,8/12/1997,1,3.1,coho,female
1998,6,8/4/1998,2,1.1,coho,female
1998,6,8/4/1998,29,2.1,coho,female
1998,6,8/4/1998,32,2.1,coho,male
1998,6,8/4/1998,1,2.2,coho,female
1998,6,8/4/1998,1,2.2,coho,male
1998,6,8/4/1998,2,3.1,coho,female
1998,6,8/4/1998,3,3.1,coho,male
1998,6,8/5/1998,32,2.1,coho,female
1998,6,8/5/1998,34,2.1,coho,male
1998,6,8/5/1998,1,2.2,coho,female
1998,6,8/5/1998,3,2.2,coho,male
1998,6,8/5/1998,2,3.1,coho,female
1998,6,8/5/1998,2,3.1,coho,male
1999,6,8/3/1999,24,2.1,coho,female
1999,6,8/3/1999,48,2.1,coho,male
1999,6,8/3/1999,1,3.1,coho,female
1999,6,8/3/1999,2,3.1,coho,male
1999,6,8/10/1999,25,2.1,coho,female
1999,6,8/10/1999,44,2.1,coho,male
1999,6,8/10/1999,5,3.1,coho,female
1999,6,8/17/1999,24,2.1,coho,female
1999,6,8/17/1999,10,2.1,coho,male
1999,6,8/17/1999,1,3.1,coho,female
1999,6,8/17/1999,2,3.1,coho,male
2000,6,7/28/2000,10,2.1,coho,female
2000,6,7/28/2000,33,2.1,coho,male
2000,6,8/2/2000,13,2.1,coho,female
2000,6,8/2/2000,29,2.1,coho,male
2000,6,8/2/2000,1,3.1,coho,female
2000,6,8/2/2000,1,3.1,coho,male
2000,6,8/23/2000,24,2.1,coho,female
2000,6,8/23/2000,18,2.1,coho,male
2000,6,8/23/2000,1,3.1,coho,female
2000,6,8/23/2000,1,3.1,coho,male
2001,6,7/28/2001,2,2.1,coho,female
2001,6,7/28/2001,23,2.1,coho,male
2001,6,7/28/2001,6,3.1,coho,female
2001,6,7/28/2001,10,3.1,coho,male
2001,6,7/31/2001,1,1.1,coho,male
2001,6,7/31/2001,8,2.1,coho,female
2001,6,7/31/2001,14,2.1,coho,male
2001,6,7/31/2001,8,3.1,coho,female
2001,6,7/31/2001,7,3.1,coho,male
2001,6,8/3/2001,6,2.1,coho,female
2001,6,8/3/2001,7,2.1,coho,male
2001,6,8/3/2001,9,3.1,coho,female
2001,6,8/3/2001,7,3.1,coho,male
2001,6,8/10/2001,1,1.1,coho,male
2001,6,8/10/2001,13,2.1,coho,female
2001,6,8/10/2001,18,2.1,coho,male
2001,6,8/10/2001,9,3.1,coho,female
2001,6,8/10/2001,2,3.1,coho,male
2001,6,8/15/2001,5,2.1,coho,female
2001,6,8/15/2001,8,2.1,coho,male
2001,6,8/15/2001,1,3.1,coho,female
2001,6,8/15/2001,2,3.1,coho,male
2001,6,8/22/2001,1,1.1,coho,female
2001,6,8/22/2001,8,2.1,coho,female
2001,6,8/22/2001,6,2.1,coho,male
2001,6,8/22/2001,2,3.1,coho,female
2001,6,8/28/2001,4,1.1,coho,female
2001,6,8/28/2001,1,1.1,coho,male
2001,6,8/28/2001,7,2.1,coho,female
2001,6,8/28/2001,2,2.1,coho,male
2001,6,8/28/2001,1,3.1,coho,female
2002,5,8/7/2002,1,1.1,coho,male
2002,5,8/7/2002,7,2.1,coho,female
2002,5,8/7/2002,34,2.1,coho,male
2002,5,8/7/2002,6,3.1,coho,female
2002,5,8/7/2002,4,3.1,coho,male
2002,5,8/14/2002,24,2.1,coho,female
2002,5,8/14/2002,21,2.1,coho,male
2002,5,8/14/2002,5,3.1,coho,female
2002,5,8/14/2002,6,3.1,coho,male
2002,6,7/30/2002,1,1.1,coho,female
2002,6,7/30/2002,6,2.1,coho,female
2002,6,7/30/2002,22,2.1,coho,male
2002,6,7/30/2002,1,3.1,coho,female
2002,6,7/30/2002,4,3.1,coho,male
2002,6,8/2/2002,1,1.1,coho,male
2002,6,8/2/2002,37,2.1,coho,female
2002,6,8/2/2002,42,2.1,coho,male
2002,6,8/2/2002,10,3.1,coho,female
2002,6,8/2/2002,4,3.1,coho,male
2002,6,8/2/2002,1,4.1,coho,male
2002,6,8/7/2002,1,1.1,coho,male
2002,6,8/7/2002,16,2.1,coho,female
2002,6,8/7/2002,31,2.1,coho,male
2002,6,8/7/2002,3,3.1,coho,female
2002,6,8/7/2002,3,3.1,coho,male
2002,6,8/10/2002,17,2.1,coho,female
2002,6,8/10/2002,32,2.1,coho,male
2002,6,8/10/2002,2,3.1,coho,female
2002,6,8/10/2002,4,3.1,coho,male
2002,6,8/14/2002,2,1.1,coho,male
2002,6,8/14/2002,17,2.1,coho,female
2002,6,8/14/2002,23,2.1,coho,male
2002,6,8/14/2002,2,3.1,coho,female
2002,6,8/14/2002,1,3.1,coho,male
2002,6,8/14/2002,1,4.1,coho,female
2002,6,8/21/2002,4,1.1,coho,female
2002,6,8/21/2002,5,1.1,coho,male
2002,6,8/21/2002,13,2.1,coho,female
2002,6,8/21/2002,23,2.1,coho,male
2002,6,8/21/2002,3,3.1,coho,female
2003,6,8/1/2003,2,1.1,coho,female
2003,6,8/1/2003,2,1.1,coho,male
2003,6,8/1/2003,30,2.1,coho,female
2003,6,8/1/2003,26,2.1,coho,male
2003,6,8/1/2003,6,3.1,coho,female
2003,6,8/1/2003,5,3.1,coho,male
2003,6,8/5/2003,1,1.1,coho,male
2003,6,8/5/2003,19,2.1,coho,female
2003,6,8/5/2003,11,2.1,coho,male
2003,6,8/5/2003,2,3.1,coho,female
2003,6,8/5/2003,2,3.1,coho,male
2003,6,8/6/2003,1,1.1,coho,female
2003,6,8/6/2003,1,1.1,coho,male
2003,6,8/6/2003,14,2.1,coho,female
2003,6,8/6/2003,16,2.1,coho,male
2003,6,8/6/2003,2,3.1,coho,female
2003,6,8/6/2003,1,3.1,coho,male
2003,6,8/8/2003,1,1.1,coho,female
2003,6,8/8/2003,13,2.1,coho,female
2003,6,8/8/2003,16,2.1,coho,male
2003,6,8/8/2003,2,3.1,coho,female
2003,6,8/8/2003,3,3.1,coho,male
2003,6,8/12/2003,4,1.1,coho,female
2003,6,8/12/2003,4,1.1,coho,male
2003,6,8/12/2003,35,2.1,coho,female
2003,6,8/12/2003,24,2.1,coho,male
2003,6,8/12/2003,4,3.1,coho,female
2003,6,8/12/2003,3,3.1,coho,male
2003,6,8/15/2003,1,1.1,coho,female
2003,6,8/15/2003,3,1.1,coho,male
2003,6,8/15/2003,19,2.1,coho,female
2003,6,8/15/2003,7,2.1,coho,male
2003,6,8/15/2003,3,3.1,coho,female
2003,6,8/15/2003,2,3.1,coho,male
2003,6,8/16/2003,25,2.1,coho,female
2003,6,8/16/2003,9,2.1,coho,male
2003,6,8/16/2003,2,3.1,coho,male
2003,6,8/19/2003,3,1.1,coho,female
2003,6,8/19/2003,2,1.1,coho,male
2003,6,8/19/2003,15,2.1,coho,female
2003,6,8/19/2003,13,2.1,coho,male
2003,6,8/19/2003,3,3.1,coho,female
2003,6,8/19/2003,1,3.1,coho,male
2003,6,8/20/2003,4,1.1,coho,female
2003,6,8/20/2003,1,1.1,coho,male
2003,6,8/20/2003,16,2.1,coho,female
2003,6,8/20/2003,11,2.1,coho,male
2003,6,8/20/2003,2,3.1,coho,female
2003,6,8/20/2003,1,3.1,coho,male
2003,6,8/22/2003,3,1.1,coho,female
2003,6,8/22/2003,4,1.1,coho,male
2003,6,8/22/2003,16,2.1,coho,female
2003,6,8/22/2003,12,2.1,coho,male
2003,6,8/22/2003,2,3.1,coho,female
2003,6,8/26/2003,4,1.1,coho,female
2003,6,8/26/2003,3,1.1,coho,male
2003,6,8/26/2003,19,2.1,coho,female
2003,6,8/26/2003,9,2.1,coho,male
2003,6,8/26/2003,5,3.1,coho,female
2003,6,8/26/2003,2,3.1,coho,male
2003,6,8/27/2003,2,1.1,coho,female
2003,6,8/27/2003,1,1.1,coho,male
2003,6,8/27/2003,8,2.1,coho,female
2003,6,8/27/2003,8,2.1,coho,male
2003,6,8/27/2003,2,3.1,coho,female
2003,6,8/29/2003,2,1.1,coho,female
2003,6,8/29/2003,6,1.1,coho,male
2003,6,8/29/2003,25,2.1,coho,female
2003,6,8/29/2003,29,2.1,coho,male
2003,6,8/29/2003,2,3.1,coho,female
2003,6,8/29/2003,2,3.1,coho,male
2003,6,9/3/2003,7,1.1,coho,female
2003,6,9/3/2003,5,1.1,coho,male
2003,6,9/3/2003,29,2.1,coho,female
2003,6,9/3/2003,20,2.1,coho,male
2003,6,9/3/2003,1,3.1,coho,female
2003,6,9/3/2003,1,3.1,coho,male
2003,6,9/5/2003,6,1.1,coho,female
2003,6,9/5/2003,6,1.1,coho,male
2003,6,9/5/2003,22,2.1,coho,female
2003,6,9/5/2003,27,2.1,coho,male
2003,6,9/5/2003,2,3.1,coho,female
2003,6,9/5/2003,2,3.1,coho,male
2004,5,8/5/2004,2,1.1,coho,female
2004,5,8/5/2004,3,1.1,coho,male
2004,5,8/5/2004,9,2.1,coho,female
2004,5,8/5/2004,17,2.1,coho,male
2004,5,8/5/2004,2,3.1,coho,male
2004,5,8/25/2004,1,1.1,coho,female
2004,5,8/25/2004,2,1.1,coho,male
2004,5,8/25/2004,9,2.1,coho,female
2004,5,8/25/2004,13,2.1,coho,male
2004,5,8/25/2004,2,3.1,coho,male
2004,6,7/27/2004,2,2.1,coho,female
2004,6,7/27/2004,35,2.1,coho,male
2004,6,7/28/2004,2,1.1,coho,male
2004,6,7/28/2004,9,2.1,coho,female
2004,6,7/28/2004,12,2.1,coho,male
2004,6,7/28/2004,1,3.1,coho,male
2004,6,7/30/2004,1,1.1,coho,female
2004,6,7/30/2004,8,2.1,coho,female
2004,6,7/30/2004,20,2.1,coho,male
2004,6,7/30/2004,1,3.1,coho,female
2004,6,7/30/2004,2,3.1,coho,male
2004,6,8/3/2004,1,1.1,coho,male
2004,6,8/3/2004,4,2.1,coho,female
2004,6,8/3/2004,27,2.1,coho,male
2004,6,8/3/2004,1,3.1,coho,male
2004,6,8/4/2004,1,1.1,coho,male
2004,6,8/4/2004,13,2.1,coho,female
2004,6,8/4/2004,18,2.1,coho,male
2004,6,8/8/2004,1,1.1,coho,female
2004,6,8/8/2004,2,1.1,coho,male
2004,6,8/8/2004,14,2.1,coho,female
2004,6,8/8/2004,15,2.1,coho,male
2004,6,8/8/2004,1,3.1,coho,female
2004,6,8/8/2004,1,3.1,coho,male
2004,6,8/9/2004,2,1.1,coho,male
2004,6,8/9/2004,13,2.1,coho,female
2004,6,8/9/2004,17,2.1,coho,male
2004,6,8/9/2004,1,3.1,coho,male
2004,6,8/11/2004,2,1.1,coho,female
2004,6,8/11/2004,1,1.1,coho,male
2004,6,8/11/2004,18,2.1,coho,female
2004,6,8/11/2004,11,2.1,coho,male
2004,6,8/11/2004,3,3.1,coho,female
2004,6,8/12/2004,1,1.1,coho,female
2004,6,8/12/2004,1,1.1,coho,male
2004,6,8/12/2004,8,2.1,coho,female
2004,6,8/12/2004,20,2.1,coho,male
2004,6,8/12/2004,1,3.1,coho,female
2004,6,8/12/2004,1,3.1,coho,male
2004,6,8/13/2004,2,1.1,coho,female
2004,6,8/13/2004,1,1.1,coho,male
2004,6,8/13/2004,12,2.1,coho,female
2004,6,8/13/2004,13,2.1,coho,male
2004,6,8/13/2004,1,3.1,coho,male
2005,5,7/30/2005,4,1.1,coho,female
2005,5,7/30/2005,1,1.1,coho,male
2005,5,7/30/2005,34,2.1,coho,female
2005,5,7/30/2005,34,2.1,coho,male
2005,5,8/3/2005,2,1.1,coho,female
2005,5,8/3/2005,3,1.1,coho,male
2005,5,8/3/2005,29,2.1,coho,female
2005,5,8/3/2005,58,2.1,coho,male
2005,5,8/3/2005,2,3.1,coho,male
2005,5,8/5/2005,1,1.1,coho,female
2005,5,8/5/2005,2,1.1,coho,male
2005,5,8/5/2005,19,2.1,coho,female
2005,5,8/5/2005,10,2.1,coho,male
2005,5,8/5/2005,2,3.1,coho,female
2005,5,8/5/2005,1,3.1,coho,male
2005,5,8/10/2005,5,1.1,coho,female
2005,5,8/10/2005,3,1.1,coho,male
2005,5,8/10/2005,32,2.1,coho,female
2005,5,8/10/2005,18,2.1,coho,male
2005,5,8/10/2005,1,3.1,coho,female
2005,5,8/10/2005,6,3.1,coho,male
2005,5,8/12/2005,11,2.1,coho,female
2005,5,8/12/2005,17,2.1,coho,male
2005,5,8/16/2005,5,1.1,coho,female
2005,5,8/16/2005,7,1.1,coho,male
2005,5,8/16/2005,18,2.1,coho,female
2005,5,8/16/2005,21,2.1,coho,male
2005,5,8/16/2005,4,3.1,coho,female
2005,5,8/16/2005,3,3.1,coho,male
2005,5,8/19/2005,4,1.1,coho,female
2005,5,8/19/2005,9,1.1,coho,male
2005,5,8/19/2005,10,2.1,coho,female
2005,5,8/19/2005,11,2.1,coho,male
2005,5,8/27/2005,22,1.1,coho,female
2005,5,8/27/2005,15,1.1,coho,male
2005,5,8/27/2005,1,2,coho,male
2005,5,8/27/2005,30,2.1,coho,female
2005,5,8/27/2005,21,2.1,coho,male
2005,5,8/31/2005,12,1.1,coho,female
2005,5,8/31/2005,9,1.1,coho,male
2005,5,8/31/2005,22,2.1,coho,female
2005,5,8/31/2005,17,2.1,coho,male
2005,5,8/31/2005,4,3.1,coho,female
2005,5,8/31/2005,3,3.1,coho,male
2005,6,7/25/2005,1,1.1,coho,male
2005,6,7/25/2005,13,2.1,coho,female
2005,6,7/25/2005,18,2.1,coho,male
2005,6,7/25/2005,1,3.1,coho,male
2005,6,7/28/2005,2,1.1,coho,female
2005,6,7/28/2005,1,1.1,coho,male
2005,6,7/28/2005,30,2.1,coho,female
2005,6,7/28/2005,26,2.1,coho,male
2005,6,7/28/2005,3,3.1,coho,female
2005,6,8/1/2005,2,1.1,coho,female
2005,6,8/1/2005,1,1.1,coho,male
2005,6,8/1/2005,24,2.1,coho,female
2005,6,8/1/2005,25,2.1,coho,male
2005,6,8/5/2005,1,1.1,coho,male
2005,6,8/5/2005,22,2.1,coho,female
2005,6,8/5/2005,28,2.1,coho,male
2005,6,8/5/2005,2,3.1,coho,male
2005,6,8/8/2005,1,1.1,coho,female
2005,6,8/8/2005,2,1.1,coho,male
2005,6,8/8/2005,25,2.1,coho,female
2005,6,8/8/2005,19,2.1,coho,male
2005,6,8/8/2005,2,3.1,coho,female
2005,6,8/11/2005,3,1.1,coho,female
2005,6,8/11/2005,1,1.1,coho,male
2005,6,8/11/2005,24,2.1,coho,female
2005,6,8/11/2005,21,2.1,coho,male
2005,6,8/15/2005,1,1.1,coho,female
2005,6,8/15/2005,3,1.1,coho,male
2005,6,8/15/2005,18,2.1,coho,female
2005,6,8/15/2005,17,2.1,coho,male
2005,6,8/15/2005,1,3.1,coho,female
2005,6,8/18/2005,2,1.1,coho,female
2005,6,8/18/2005,5,1.1,coho,male
2005,6,8/18/2005,23,2.1,coho,female
2005,6,8/18/2005,22,2.1,coho,male
2005,6,8/18/2005,1,3.1,coho,female
2005,6,8/18/2005,1,3.1,coho,male
2005,6,8/22/2005,9,1.1,coho,female
2005,6,8/22/2005,8,1.1,coho,male
2005,6,8/22/2005,32,2.1,coho,female
